MOSTYPE,MAANTHUI,MGEMOMV,MGEMLEEF,MOSHOOFD,MGODRK,MGODPR,MGODOV,MGODGE,MRELGE,MRELSA,MRELOV,MFALLEEN,MFGEKIND,MFWEKIND,"Education Level(high-3,medium-2,low-1)",MBERHOOG,MBERZELF,MBERBOER,MBERMIDD,MBERARBG,MBERARBO,Social Class,MHHUUR,MHKOOP,Number of car,MZFONDS,MZPART,MINKGEM,MKOOPKLA,PWAPART,PWABEDR,PWALAND,PPERSAUT,PBESAUT,PMOTSCO,PVRAAUT,PAANHANG,PTRACTOR,PWERKT,PBROM,PLEVEN,PPERSONG,PGEZONG,PWAOREG,PBRAND,PZEILPL,PPLEZIER,PFIETS,PINBOED,PBYSTAND,Expexted Income,AWAPART,AWABEDR,AWALAND,APERSAUT,ABESAUT,AMOTSCO,AVRAAUT,AAANHANG,ATRACTOR,AWERKT,ABROM,ALEVEN,APERSONG,AGEZONG,AWAOREG,ABRAND,AZEILPL,APLEZIER,AFIETS,AINBOED,ABYSTAND,CARAVAN
36,1,3,3,8,0,7,0,2,6,0,3,3,3,4,1.55,2,0,0,4,4,0,2.65,4,5,1.16,7,2,6,3,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,66.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34,1,3,3,8,0,9,0,0,5,0,4,2,3,4,1.29,0,0,2,0,3,5,2.06,4,5,0.64,7,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,2,2,9,0,3,2,5,5,3,2,1,6,2,1.44,1,1,1,6,1,2,2.56,8,1,0.66,8,1,2,5,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.88,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,3,4,3,0,2,4,4,7,0,2,4,0,5,1.85,2,0,0,4,1,3,2.58,9,0,0.82,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,38.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,2,4,1,0,5,2,2,7,0,2,2,5,3,1,0,0,0,2,7,0,2,5,4,1,9,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,32.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,1,2,2,7,2,6,0,2,2,0,7,3,3,4,1.44,2,0,1,2,3,3,2.35,4,5,0.69,7,2,3,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,2,6,0,6,1,2,7,1,2,0,0,9,1.55,0,0,0,0,4,5,2.54,9,0,0.9,6,3,2,1,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,4,3,3,0,5,2,3,7,1,1,1,3,6,1.93,4,0,0,3,2,0,3.68,1,8,0.94,5,4,4,8,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,2,3,5,2,4,2,3,5,2,3,2,4,3,1.31,1,1,0,3,3,2,3.21,6,3,0.92,7,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,1,1,5,0,2,4,4,2,2,5,5,4,0,1.81,0,0,0,7,0,2,3.1,9,0,0.82,9,0,3,3,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,39.23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,1,2,3,8,0,4,1,4,6,1,3,1,5,3,1.57,1,0,1,2,1,5,2.78,3,6,0.43,7,2,5,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,58.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,1,3,2,3,1,3,2,4,7,1,2,1,2,6,1.93,2,0,0,5,1,3,3.03,6,3,0.92,5,4,4,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,48.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,1,3,3,10,0,5,0,4,7,2,0,0,3,6,1.42,2,0,2,0,4,3,2.48,4,5,1.16,5,4,5,4,150,0,0,3000,0,0,0,0,0,0,0,3000,0,0,0,150,0,0,0,0,0,59.03,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5,1,3,3,1,1,4,2,3,7,0,2,2,4,4,1.57,1,0,0,6,1,3,2.83,6,3,0.9,7,2,4,3,0,3000,0,7500,7500,0,0,150,0,3000,0,0,0,0,0,3000,0,0,0,0,0,43.18,0,1,0,1,4,0,0,2,0,6,0,0,0,0,0,1,0,0,0,0,0,0
26,1,1,5,6,0,4,1,4,1,0,8,7,2,0,1.41,1,1,0,2,0,7,2.5,9,0,0.43,8,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,3,3,10,0,6,0,3,9,0,0,0,0,9,1.29,0,0,3,0,5,2,2.15,3,6,1.29,9,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,2,2,3,2,2,0,5,3,4,3,3,4,3,2.58,6,0,0,2,2,0,4.47,7,2,1.16,3,6,4,6,75,75,0,3000,0,0,0,25,0,0,0,150,0,0,0,150,0,0,0,75,0,52.88,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
30,1,3,3,7,0,4,1,4,6,1,3,1,4,5,1.31,3,0,1,4,1,2,2.87,2,7,0.43,7,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,70.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,1,2,2,3,0,4,2,4,7,1,2,3,4,3,1.94,5,0,0,3,1,0,3.94,7,2,0.92,8,1,4,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,46.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,1,4,3,8,1,4,2,3,7,1,2,0,0,9,1,0,0,0,0,5,4,1.55,9,0,1.03,7,2,4,6,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,3,1,0,5,1,3,7,1,2,3,2,5,1.44,2,1,1,2,3,3,1.89,5,4,0.9,7,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,43.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,3,3,1,2,4,1,4,6,1,3,3,3,4,1.8,2,1,1,3,3,3,2.47,5,4,0.79,6,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,41.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,1,2,3,9,0,5,1,3,7,1,2,2,4,3,1.67,1,2,0,2,4,3,3.07,3,6,1,5,4,5,5,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,55.97,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,1,3,3,2,2,5,0,3,9,0,0,1,3,5,2.8,9,0,0,0,0,0,4.28,0,9,1.16,2,7,7,8,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1,2,4,1,1,5,2,3,5,1,4,2,5,2,2.19,4,2,0,2,2,1,3.85,1,8,0.66,5,4,6,3,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,4,1,0,5,2,2,9,0,0,1,6,3,2.46,7,0,0,2,0,0,4.36,0,9,1.29,5,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,2,2,3,3,1,2,5,5,2,3,6,0,3,2,0,0,0,0,6,3,2.28,9,0,0.3,8,1,7,7,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,4,1,2,7,0,0,9,0,0,1,6,3,1.68,3,0,0,5,0,2,3.12,1,8,1.16,7,2,5,6,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2,3,2,8,0,7,0,2,7,2,0,0,4,5,1.16,0,2,0,2,4,2,2.41,2,7,1.42,9,0,4,6,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,46.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,1,3,3,10,0,7,1,2,8,1,1,1,5,3,1.29,2,0,2,3,2,3,2.74,3,6,1.03,6,3,3,4,0,0,350,3000,0,0,0,0,350,0,0,0,0,0,0,3000,0,0,0,0,0,43.78,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
41,1,3,3,10,0,7,0,2,6,0,3,3,1,6,1.68,3,0,4,2,0,1,3.96,0,9,0.9,2,7,4,4,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,350,0,0,0,0,0,48.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,2,3,8,0,7,0,2,7,2,0,0,5,4,1.29,2,0,0,2,5,2,2.85,0,9,1.29,6,3,3,3,75,0,0,3000,0,0,0,0,0,0,0,0,75,0,0,150,0,0,0,0,0,44.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
31,1,3,3,7,0,2,4,4,9,0,0,0,3,6,1.42,1,0,0,3,3,2,3.21,9,0,1.16,6,3,4,1,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,54.65,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
38,1,4,2,9,0,2,3,5,6,0,3,2,0,7,1.68,0,0,0,7,0,2,3.09,4,5,1,7,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,3,3,1,0,3,1,5,6,1,3,2,3,4,1.67,3,0,0,2,3,2,3.07,5,4,0.66,7,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,4,3,10,0,5,1,3,8,1,1,1,2,7,1.16,1,0,4,1,1,5,2.74,1,8,0.92,8,1,5,4,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,3,3,10,0,7,1,2,8,1,1,1,5,3,1.29,2,0,2,3,2,3,2.74,3,6,1.03,6,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,43.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,2,2,4,8,0,3,2,5,5,2,3,3,5,3,1.29,1,0,5,1,3,2,2.99,5,4,1.55,7,2,4,6,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,45.85,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,1,2,4,1,0,5,2,3,5,1,4,3,4,3,1.8,3,1,1,3,2,2,2.95,4,5,0.79,6,3,3,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,42.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,1,3,2,3,0,3,3,3,5,2,2,2,2,5,2.06,3,0,0,6,0,2,2.71,0,9,1,4,5,4,7,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,49.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,1,3,3,8,0,5,0,4,7,2,0,0,3,6,2.19,1,0,0,5,2,2,2.74,8,1,1,5,4,5,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,51.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,1,3,2,7,2,2,0,5,6,1,3,2,2,6,1.29,1,0,2,0,4,4,2.59,7,2,0.69,9,0,2,1,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.98,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,2,4,1,2,1,5,2,7,0,2,1,6,3,1.8,5,2,1,1,0,2,3.84,2,7,0.82,5,4,5,6,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,59.78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,2,4,3,3,4,4,0,2,8,1,1,1,1,8,1.44,2,0,0,5,1,2,2.9,6,3,1,4,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,57.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
36,1,2,4,8,1,6,0,2,7,0,2,0,5,4,1,5,0,0,0,0,4,1.55,9,0,0.69,7,2,4,3,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,49.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,1,3,3,3,0,6,0,3,6,0,3,2,4,4,2.06,7,0,0,0,2,0,4.44,0,9,1,4,5,4,7,0,75,0,3000,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,46.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,1,2,4,7,0,4,1,5,3,1,6,3,2,4,1.04,1,0,0,1,0,7,1.41,8,1,0.77,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,30.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
33,1,2,3,8,0,7,0,2,7,2,0,0,5,4,1.29,2,0,0,2,5,2,2.85,0,9,1.29,6,3,3,3,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,44.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,1,2,4,7,1,6,0,2,7,0,2,0,5,4,1,3,0,0,3,2,2,1.55,9,0,0.69,7,2,4,1,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,43.43,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,5,3,1,1,5,2,3,5,1,4,0,4,5,2,4,2,0,2,1,1,2.84,0,9,0.66,5,4,5,6,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,25,0,0,56.27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
35,1,3,2,8,7,0,0,2,6,3,0,0,4,5,1.54,3,0,0,1,5,0,2.31,3,6,0.56,6,3,4,6,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,43.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,1,4,3,2,1,7,0,1,6,0,3,1,2,6,1.94,4,0,0,5,1,1,3.96,0,9,1.29,5,4,5,7,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,1,1,5,0,2,4,4,2,2,5,5,4,0,1.81,0,0,0,7,0,2,3.1,9,0,0.82,9,0,3,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,39.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,1,2,3,3,1,3,1,5,4,2,4,4,2,3,1.44,1,0,1,3,3,3,2.25,7,2,0.69,8,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,3,3,2,1,5,1,3,7,1,2,0,2,7,2.45,3,1,0,4,2,1,4.25,1,8,0.82,5,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,69.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,1,2,4,8,2,5,0,3,9,0,0,0,6,3,1.55,2,0,0,7,0,0,3.42,3,6,0.82,6,3,4,3,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,47.03,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,4,3,2,1,4,1,4,7,1,2,0,0,9,2.28,0,0,0,9,0,0,3.57,0,9,1.03,5,4,9,7,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,350,86.49,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
31,1,3,2,7,1,2,2,5,5,2,3,1,3,6,1.44,0,0,0,3,3,3,2.14,8,1,0.66,8,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,45.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,2,4,8,2,5,0,3,9,0,0,0,6,3,1.55,2,0,0,7,0,0,3.42,3,6,0.82,6,3,4,3,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,4,2,8,0,5,0,4,9,0,0,0,0,9,1.42,0,2,0,0,7,0,2.49,7,2,1.55,7,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,5,3,2,4,4,0,5,0,4,4,2,3,1.54,4,0,0,2,0,4,3.26,0,9,0.77,5,4,3,6,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,37.93,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3,8,2,1,2,5,6,2,1,4,3,3,1.55,2,0,0,4,3,2,3.3,0,9,0.79,5,4,2,4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,32.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,1,3,3,7,1,5,2,3,5,1,3,0,5,4,1.04,0,0,2,3,0,5,1.77,8,1,0.79,7,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,34.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,1,4,3,7,1,4,1,4,7,1,2,0,3,6,1,5,0,0,2,0,3,2.67,6,3,1.03,5,4,2,1,0,0,350,3000,0,0,0,0,750,0,350,0,0,0,0,3000,0,0,0,0,0,30.98,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3,8,1,4,2,3,7,1,2,2,3,4,1.31,1,1,1,2,3,3,2.95,4,5,1.03,7,2,4,3,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,48.35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33,2,4,2,8,0,5,1,4,8,1,0,0,1,8,1.42,0,0,0,5,2,2,2.7,2,7,1.42,9,0,4,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,47.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
8,1,3,4,2,4,1,0,5,8,0,1,1,5,4,2.8,7,1,0,2,0,0,4.81,0,9,1.16,2,7,6,7,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,66.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,1,3,3,5,0,6,1,2,7,1,2,1,4,4,1.18,1,0,1,3,2,4,2.39,5,4,0.9,6,3,3,2,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,2,3,2,1,5,0,3,7,1,2,3,3,4,1.55,3,0,0,0,5,2,2.79,0,9,1.03,6,3,5,7,0,0,0,750,0,350,0,0,0,0,0,150,0,0,0,350,0,0,0,0,0,55.75,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
33,1,4,3,8,0,6,0,3,9,0,0,0,3,6,1,0,0,3,0,6,0,2.28,9,0,1.16,9,0,3,3,0,0,0,3000,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,2,3,9,0,5,1,3,7,1,2,2,4,3,1.67,1,2,0,2,4,3,3.07,3,6,1,5,4,5,5,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,3,3,7,0,6,0,3,3,1,5,3,3,3,1.67,3,1,1,2,2,3,2.72,3,6,0.79,6,3,3,1,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,2,3,8,1,5,1,3,7,1,2,4,5,0,1,3,1,1,2,3,2,3,4,5,0.92,5,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,0,0,0,0,34.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,2,3,3,8,0,6,1,3,7,0,2,1,3,6,1.31,1,0,1,3,3,4,2.51,1,8,0.94,8,1,4,3,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,55.58,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,1,2,4,8,2,5,1,2,8,0,1,2,5,3,1.7,2,0,0,3,3,3,2.99,8,1,1.04,4,5,3,5,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,36.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,2,4,1,2,5,2,2,5,0,4,2,5,3,2.19,2,0,1,4,1,3,3.81,2,7,0.82,4,5,6,6,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3,3,8,0,7,1,2,8,0,1,1,4,4,1.42,1,0,0,4,2,2,2.38,0,9,0.92,6,3,4,3,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,2,2,5,0,5,2,2,5,4,0,2,7,0,1.42,0,0,0,7,2,0,2.84,0,9,0.56,9,0,4,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,55.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,1,3,2,9,4,1,0,5,6,3,0,0,4,5,1.93,3,0,0,0,0,6,3,0,9,1.29,2,7,9,5,75,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,86.49,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,1,3,2,3,0,6,0,3,7,2,0,1,2,6,1.8,1,0,0,5,2,1,2.57,0,9,1,5,4,4,7,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,1,1,5,1,4,2,3,4,1,4,5,4,1,1.44,2,1,0,3,4,0,2.09,8,1,0.69,7,2,4,3,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,3,3,8,0,6,2,2,7,0,2,2,4,4,1.29,1,0,0,3,3,3,2.77,0,9,0.92,7,2,3,5,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,40.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,1,2,2,5,2,4,1,3,3,3,4,4,3,2,1.8,1,0,0,2,3,4,3,8,1,0.69,8,1,2,3,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,2,3,5,0,6,1,2,6,1,3,3,4,2,1.94,2,1,1,6,1,1,3.42,7,2,0.92,7,2,4,3,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,2,2,5,2,3,2,3,3,2,4,4,3,3,2.32,4,0,0,3,1,2,3.46,6,3,0.43,7,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,42.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3,8,0,5,0,4,7,2,0,0,3,6,1.42,2,0,2,0,4,3,2.48,4,5,1.16,5,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,59.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
